song_artists,uri,track_name,duration_ms,explicit,track_popularity,track_number,album_name,album_artist,album_release_date,genres,label,album_popularity,album_cover,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_lyrics,lyrics_page_views,cleaned_title,featured_artists
"['Yo Gotti', 'Moneybagg Yo']",spotify:track:1sKn4AQNdddMINS7I0A6Tl,Ya Bih,157219,True,55,5,CM10: Free Game,Yo Gotti,2022-02-03,,CMG / Inevitable II Records,67,https://i.scdn.co/image/ab67616d00001e02ef1fbbea37d38c3ec660a8f1,0.0977,0.825,0.667,2.08e-05,8.0,0.112,-6.854,0.0,0.258,149.947,3.0,0.692,"Ya Bih Lyrics
(Tay Keith, fuck these niggas up)

I'm legend, my life should be studied
I come from nothing, ran up a thirty
Fucked on a superstar bitch and her buddy
Christian Louboutin, yeah, I be bloody
I'm not a crip, but I got blues in my pocket
Too many blues won't fit in a wallet
Christopher Wallace (Wallace), everything B.I.G., we are the hottest

Your bitch outta pocket, I'm fuckin' her (Fuckin' her)
Your bitch a lil' bigger, I'm duckin' her (Duckin' her)
Your bitch a lil' baddie, I'm cuffin' her (Lock her up)
I turn your lil' bitch to a hustler (Money up)
Your bitch on that dope, she a customer (She gon')
I'm tirеd of your bitch, had enough of her (I'm tired)
Shе like cars, we fucked in a Cullinan (Ooh-ooh)
Got the umbrella up
We made it to water (Extorted)
Sixty minutes and I had her draws off (Woo)
How you let a bitch make you fall off? (How?)
Ayy, come get your bitch out my call log (Please)
A hundred missed calls, I block her (Hello)
Oh yeah, she determined, can't stop her (Damn)
She blew a bag at the doctor
Thick-thick like she eat cornbread and pasta (Yeah)
Yeah, my type of bitch don't need nan' nigga (Damn)
She got a boutique and a cold figure (Damn)
You know she young, got an old nigga (Yep)
And she gon' keep a few hoes with her (Oh)
Bitches be salty, so they be subbin' 'em (Sub)
Niggas be thirsty, bitches won't fuck with her
She on her shit, for real (For real)
Got her ass done, but it looked real

Your bitch outta pocket, I'm fuckin' her (Fuckin' her)
Your bitch a lil' bigger, I'm duckin' her (Duckin' her)
Your bitch a lil' baddie, I'm cuffin' her (Lock her up)
I turn your lil' bitch to a hustler (Money up)
Your bitch on that dope, she a customer (She gon')
I'm tired of your bitch, had enough of her (I'm tired)
She like cars, we fucked in a Cullinan (Ooh-ooh)
Got the umbrella up (Go)
That ain't your bitch, that's our bitch (Mine too)
We just gon' keep her at your house (Then what?)
You spent a thousand at Ruth's Chris (Tricked off)
I took that bitch to a dope house (My hood)
Do you see the difference? It's plenty (So many)
Hand out emoji you know I'ma give it
And my eminent would a girl from my city
Soon as she get drunk, we gon' film us a flicky
I'm deep in my duffle, roll up me some Truffles
Wherever I go, it's a smoke out (Puff that)
My bitch got a bubble, I beat it like she get in trouble
Get wet as a bust down
Told her stay out my business, go get you a business
She talk to a vendor on WhatsApp
He mad as a bitch, let me find out
Had his ho at my Honeycomb hideout
You the type let a bitch get you for everything
In me, not on me, I know how to play it man
Them niggas corny, she fuck with the Bread Gang
Shot my shot with a switch, I got dead aim (Bow)
Still wishin' they had me, ex bitter bitches
You couldn't pay me to pay 'em attention (Nope)
She follow every rapper with a Richard Mille
Tryna fuck her way up, get a meal ticket (Facts)
Your bitch outta pocket, I'm fuckin' her (Fuckin' her)
Your bitch a lil' bigger, I'm duckin' her (Duckin' her)
Your bitch a lil' baddie, I'm cuffin' her (Lock her up)
I turn your lil' bitch to a hustler (Money up)
Your bitch on that dope, she a customer (She gon')
I'm tired of your bitch, had enough of her (I'm tired)
She like cars, we fucked in a Cullinan (Ooh-ooh)
Got the umbrella up (Go)1Embed",,Ya Bih,['Moneybagg Yo']
['Yo Gotti'],spotify:track:6yvr47cP8j81sfMkEymL6b,Rap Check,174948,True,47,6,CM10: Free Game,Yo Gotti,2022-02-03,,CMG / Inevitable II Records,67,https://i.scdn.co/image/ab67616d00001e02ef1fbbea37d38c3ec660a8f1,0.193,0.946,0.627,0.0,2.0,0.077,-5.785,1.0,0.23,135.056,4.0,0.524,"Rap Check Lyrics
Nigga, I'm legendary, niggas better do they motherfucking research on me
(Tay Keith, fuck these niggas up)
For real

Shoutout to Birdman, he gave me my first rap check (Salute)
Slim gave me the game, gotta respect that (Respect)
I was right there with Wayne, back Carter 1
He had a Cash Money chain, shit, I wanted one

Cash Money always gon' be my family, nigga, know what I'm saying?
For real

I was still trapping back and forth to New Orleans (Yup)
I was half rapping, full-time selling kis (Trapping)
I was pistol packing, every day, it's on me (Scrap)
I was with the shit, you pull up, know I'm gon' squeeze (Blatt)
They was tryna indict me, so I moved to the A
I met Jeezy in '03, we was talking yay (Yup)
I wasn't in the hood, but still responsible for the chickens (How?)
I was sending loads to Memphis from Mexico City
Through FedEx, nigga, you hear me?
Yeah, we been getting loads in
Ain't shit changed, nigga
Real dope boy

Rest in peace to Nate (Dogg), took me to the stu' with Dre (Doctor Dre)
He ain't know I'm wanted for attempted murder case (Damn)
On the run, I ain't turning myself in (Fuck that)
Lawyer tryna make me cop a plea for the fifteen (Fuck that)
God willing, beat the case, I wouldn't have never been a rapper
Probably doing a hundred years in the slammer
Look at God, I'm in the Phantom
I put Nicki on ""5 Star"", she came hella hard (Remember)
First video she was on on 106 & Park (Facts)
You was excited 'bout being new joint of the day
Time flies, you a superstar now, congratulations

He said he'd give us a number one video, what is it?
Yo Gotti, ""5 Star""

I start to go way back
In Ridge Crest with my seat back
With Yo Gotti and E-Mack
You recall Drake saying that?
And these niggas got diamonds glowing in they mouth
And they rocking furs like it's snowing in the south
Little did he know that we had birds in the drought
And I can make a million dollars selling crack rock out that house
Long story short, shoutout to Drake, he saw this shit his self
I was selling kis, no rap money, financing myself
I salute you, dog, everything you accomplished for yourself
This shit ain't easy, dog
Might be one of the best to ever do it, so you gotta ball
901, Range Line, look alive, look alive
Niggas know they play with me, I gun 'em down on this live
Disrespect me and get hit up, why the fuck you look surprised?
Out the way, tryna survive
Playing with me ain't really wise
I'm in the back of the 'Bach and I'm riding with fire (Yeah)
And the bitch on the side of me (Side of me) and the head was fire (Fire)
And they say they gon' ride with me, but I know it's a lie (I know it's lie)
And nobody gon' die with me, and nobody slide
2021, I'm still here (Here)
Yeah, this my GOAT year
Bought my masters back from Epic Records, that's a souvenir
I may break a bale down on a platinum plaque (Plaque)
This shit ain't no thrax
I may ship it back
I went platinum, I went gold (Gold)
The album and the stove
I just had a meeting with Lucien, talking gangster shit with Hov (Hello?)Embed",,Rap Check,
"['Yo Gotti', '10Percent']",spotify:track:3jygqNqsSwvuICQMU65bEW,Dolla Fo' Dolla,185196,True,62,7,CM10: Free Game,Yo Gotti,2022-02-03,,CMG / Inevitable II Records,67,https://i.scdn.co/image/ab67616d00001e02ef1fbbea37d38c3ec660a8f1,0.0924,0.786,0.94,0.0,2.0,0.105,-4.061,1.0,0.303,155.946,4.0,0.641,"Dolla Fo’ Dolla Lyrics
Yeah nigga, it's whatever
Yeah bitch, it's whatever
Yeah, I am

I'll never let my niggas down
Nah, I never put some choppas down (Never)
Hit your bitch when I come in town
She ain't never let a nigga down (Yeah)
I just went up the sco, I got ten different hoes
They swear they go with a nigga
I'm a superstar, we duck off on the low
She know not to take no pictures
Blog put a nigga business out
Knock 'em down, now switch 'em out
I got opps I don't know about
Stand on business, we don't talk about it (Shh)
I got I tеn bad bitches in mansion, dancin'
It look like it Soul Train
I'm on the aеroplane
Pourin' up purple, it look like the soul plane
We do real numbers, real chef, Benihana's
I'll take a nigga under
Watch three-hundred, these is Yeezy's
'Fore they drop (Yeah), call 'em Dondas
Jay said I got the thunder
Pray to God for the runners
Whole pandemic, all I seen was snow, it's like I missed a summer
Put it on my mama
Yo Gotti, he a hall of fame of drug dealers
Yo Gotti, he be runnin' 'round with real killers
Hush gang, he ain't frontin' no fuck niggas (Shh)
Big stepper, we'll stomp on you lil' niggas
Niggas say they slidin', nobody dyin' though (Oh)
Your net worth in the fours, what was they lyin' 'fore?
Go dollar for dollar, shotta for shotta
We can go thottie for thottie
I'm scholarship Gotti, you gave a bitch a Birkin
I just gave her some knowledge
I'm on some rocker shit
She was basic, I made her a model bitch
Lenny Kravitz, I pull up, start rockin' shit
She athletic, she built like a soccer bitch
.45 but that 9 got a softer kick
Don't slip 'cause I drip when I'm walkin', bitch
I be rollin' that jay with some bosses, shit
Rondo got 9 on my hip
Like Steph put thirty in the clip, I'm equipt
Lay a nigga flat on the floor like a quilt
I just ran off on the plug like a bill
I'm at the top like I'm King of the Hill
She freaky, she poppin' that pussy like pill
I'm tryna fuck, I'm just keepin' it real
That pussy be bald and wet like a seal
Since Corona that young nigga ill
Get turned to a donor, you play with my bills
I'm knockin' all my opps out the field

I'm knockin' all my opps out the field
Young niggas sick, young nigga ill
All of my niggas united
Just ballin' to DC United
I gave him the pack and he tanked it (Tanked it)
Twenty-five pints and he dranked it (Uhh)
Just showed her my account and she fainted (On God)
Showed him the plug and he thanked me (You welcome)
""Ayy, Gotti you low, you jankie""
Lil' bitch just posted me, brainless (Dumbass)
Rolls Royce stainless (Steel)
Made my neighbourhood famous (For real)
Rich catch for tourists (For tourists)
Ayy, why yo' jewellery blury?
All my jewellery flawless, all my niggas stallers
None of my niggas sanctifies, they be throwin' cross
All my Forgies offset
All my diamonds factory set
That my lil' savage, I stamped that
My bitch like the sunset, yeah
I see the same niggas doin' the same shit every day (Shit every day)
Different nigga, yeah, I had to go and make a way (Go and make a way)
Any day, it's another million-dollar plate
It's like seventy mill now, 'nother hundred on the wayEmbed",9765.0,Dolla Fo’ Dolla,['10Percent']
"['Yo Gotti', 'Kodak Black']",spotify:track:37ZFehRNEA0w6rHnuIzHef,Ima Show You (feat. Kodak Black),149666,True,49,8,CM10: Free Game,Yo Gotti,2022-02-03,,CMG / Inevitable II Records,67,https://i.scdn.co/image/ab67616d00001e02ef1fbbea37d38c3ec660a8f1,0.0998,0.778,0.76,0.0,1.0,0.229,-4.129,1.0,0.113,95.019,4.0,0.216,"Ima Show You Lyrics
Yeah, nigga, just talk for one man on the hook
Bitch you gotta welcome me home
Real gleeful, real seaful shit
It's a glizzy at yo' ass, man

When I stepped up out the can, I was in all Fendi
I done traded in the Benz for a new Bentley
I need two hundred bands, nigga, all twenty
I'ma show you how to geek in the booth
I'ma show you how to geek in the coupe
Girl, you know you wanna freak with me too
I'ma show you how to sneak from your dude, baby
I'ma show you how to creep on your boo

Let me show you how to turn your sad face to a smile
Let me show you how a real nigga really hold you down
Got to move to the next, 'cause you ex was a fuck nigga
I don't got to tell you, baby girl, you know what's up with him
I can buy you rolls, nah, I buy you a Rolls-Royce (Phantoms)
I am not a trick but I feel you deserve one
I'm Big Gotti, I ain't fuckin' with you lil' bitches (I ain't fuckin' with you)
I'm Big Gotti, I got niggas in the penitentiary (My niggas)
I send them kites and I write 'em, I was there when they indict 'em
Even 'fore he wanted to fight 'em, that's my nigga, I'm just like him (Yeah)
Welcome home, celebrations, here's a bag, no hesitation
You stood on the situation, 'cause we both knew what we was facin'
When I stepped up out the can, I was in all Fendi
I done traded in the Benz for a new Bentley (Skrrt)
I need two hundred bands, nigga, all twenty (All twenty)
I'ma show you how to geek in the booth (In the booth)
I'ma show you how to geek in the coupe (In the coupe)
Girl, you know you wanna freak with me too
I'ma show you how to sneak from your dude, baby (How to do it)
I'ma show you how to creep on your boo (Yeah, yeah, yeah)

I just traded in the 'Presi for the Richard
I just text my ex bitch, ""I still love you but I won't miss you"" (Bitch I'm older)
Got a normal street nigga, if I kiss you, you the one
They say I'm trippin'
Fifty-million dollar nigga totin' guns
I got mental issues
Yeah, I thought the street shit was fun (Crazy)
R.I.P to MO3 and R.I.P to Von (God bless)
I ain't rapped in six months, but I didn't touch a pack
I just bought a condo in Miami, shoutout to Ye
It's the Rolls, it's the Lamborghini doors, for me
Your bitch spoiled, she ain't loyal, and it shows, to me
It just holds, to me
Boy, I'm trappin' out Dior, it ain't the clothes for me (It's the paper)
When I stepped up out the can, I was in all Fendi
I done traded in the Benz for a new Bentley
I need two hundred bands, nigga, all twenty
I'ma show you how to geek in the booth
I'ma show you how to geek in the coupe
Girl, you know you wanna freak with me too
I'ma show you how to sneak from your dude, baby
I'ma show you how to creep on your booEmbed",,Ima Show You,['Kodak Black']
['Yo Gotti'],spotify:track:3bny8gcYdIwBns6V4zBKsO,Family Tree,237546,True,47,9,CM10: Free Game,Yo Gotti,2022-02-03,,CMG / Inevitable II Records,67,https://i.scdn.co/image/ab67616d00001e02ef1fbbea37d38c3ec660a8f1,0.751,0.726,0.752,0.0,8.0,0.0845,-5.111,1.0,0.351,163.996,4.0,0.42,,,,
['Yo Gotti'],spotify:track:0LYwEjfbgic1CFGXfKMQkK,Shoot Off Pt. 4,138967,True,46,10,CM10: Free Game,Yo Gotti,2022-02-03,,CMG / Inevitable II Records,67,https://i.scdn.co/image/ab67616d00001e02ef1fbbea37d38c3ec660a8f1,0.0185,0.567,0.759,0.0,1.0,0.353,-5.712,1.0,0.43,96.996,4.0,0.627,"Shoot Off Pt. 4 Lyrics
(Tay Keith, fuck these niggas up)
Yeah
(DJ Meech, lil' bitch)
Ayy, Leo, don't stop me, this off top part four
Alright, alright, we got it like ninety bars

Ayy, used to be the fed, now the paparazzi snapping
Ayy, everybody smoking on somebody, boy, quit capping
Somebody tell Tay Keith he a fool, this bitch slapping
Left my last bitch, what happened?
Shoutout my last bitch, what's happening?
Real nigga, never been the one to pillow talk, I never seen a pillow
Bitch told me Richard Mille or bye-bye, I'ma miss her
FN hold baby missiles, it go through your bone gristle
High security, still tote thе pistol
I don't rely on nan' nigga
Let's have somе fun with this shit
I'ma slow down the flow (Okay)
You know this CM10, this ""Shoot Off"" number four (""Shoot Off"" number four)
You see that Phantom and that Cullinan and that Wraith and the Ghost
I fuck your bitch on a plane, double back for the throat
I'm investing in crypto
I be texting in street code
Got more watches than jewelers
Want my bitches in plurals
That's more than one a time
If she ain't with it, it's fine
She know I'm busy as fuck, that's my favorite line (Shoot off)
When the beat breakdown, make me feel like I'm breaking down them pounds
And my sister  in the kitchen with that newspaper on the ground (Keep going)
When them bricks came in, me and Nero had ziplocs in them ziplocs
Standing over that stove, making that pot go do the beatbox (Go, go)
Joe Biden with the big rocks, fifty pointers in the Rollie
Trackhawk and a Redeye, none of my shit stolen
Shirt off in that XL, might go luxury, uh-huh
Know I keep it on me so don't fuck with me, uh-huh
I used to ride a four and now I'm in the Forbes
I used to step on woodgrain now it's marble floors
I miss the Honda Accord, used to have a bitch in it with the bricks in it
Rental trucks tinted with the sticks in it, yeah, I been spinning (Twenty-four left)
Yeah, I been winning, big Gotti big getting it
No feelings, drug dealing, turned that shit to a business
Solo on all my mission, want no witness or codefendants
Never put no hoes in the business
No cap, no kidding, I take this shit to the graveyard
I got a million in that Goyard
I made a half a million out my room, oh yeah, our trap booming
I'm eating noodles serving consumers
Locked in with the streets, never move off rumors
Facts only
This that Cocaine Muzik, yeah, I'm right back on it (Almost there)
Gave my nigga a hundred K, turned his back on me
Ain't no love in these streets, ain't no loyalty
How opps beefing with me but they avoiding me
(Alright, just make sure I get my credit)Embed",,Shoot Off Pt. 4,
"['Yo Gotti', 'Blac Youngsta']",spotify:track:0f6eibMEna8kMD52yLVlVz,No Competition,228096,True,47,11,CM10: Free Game,Yo Gotti,2022-02-03,,CMG / Inevitable II Records,67,https://i.scdn.co/image/ab67616d00001e02ef1fbbea37d38c3ec660a8f1,0.237,0.779,0.705,0.0,8.0,0.0899,-6.383,0.0,0.051,122.996,4.0,0.451,,,,
['Yo Gotti'],spotify:track:3XEKQQZxN4JHQ1pf4EO2jd,Trapped,150482,True,38,1,Untrapped,Yo Gotti,2020-01-31,,Epic/CMG,62,https://i.scdn.co/image/ab67616d00001e02bf685fb6f3f0e63ab6ca22b1,0.373,0.856,0.648,0.0,1.0,0.15,-6.503,1.0,0.364,98.022,4.0,0.669,,,,
['Yo Gotti'],spotify:track:46bkobTW9zdTHCXgEPL19K,Know Yo Worth,220535,True,36,2,Untrapped,Yo Gotti,2020-01-31,,Epic/CMG,62,https://i.scdn.co/image/ab67616d00001e02bf685fb6f3f0e63ab6ca22b1,0.0131,0.773,0.814,0.00412,9.0,0.0984,-5.258,1.0,0.295,150.062,4.0,0.65,"Know Yo Worth Lyrics
Ftt
I just gotta praise, ftt, beep

Ayy, know your worth (Worth)
Young multi-millionaire from the dirt (I am)
Bitch say she wanna Birkin, know your worth (Worth)
Ho, that's a couple bricks for a purse (For a purse)
Bright idea, bitch, but that ain't what you're worth (Woo)
When you winnin', man, you gotta know your worth (Know your worth)
When you up and they be hatin', that shit the worst (Damn)
You are not a wave, you a surf (Wave rider, bitch)
Bitch tryna get saved, this not a church

I'ma project baby and I'm stupid rich
Call me sniper gang (Gang-gang), we got stupid sticks (Brr)
FedEx employees, bitch, we shippin' bricks (Out here)
Home of the tigers (Tigers), born with the shit
And I shouldn't be trusted (At all), especially with your bitch
And I'm runnin' plays (Plays), you know that's a blitz (Blitz)
Ain't no coppin' pleas, that's a hit or miss
Yuh, and my ho do scams
And she smokin' loud, just rolled seven grams
She like Cha-nae-naes (Chanel)
These ain't Yeezy's, no disrespect to Kanye (Oh well)
I'm gettin' head while we landin' on the runway
Her head priceless, bitch, you gotta—
Ayy, know your worth (Worth)
Young multi-millionaire from the dirt (I am)
Bitch say she wanna Birkin, know your worth (Worth)
Ho, that's a couple bricks for a purse (For a purse)
Bright idea, bitch, but that ain't what you're worth (Woo)
When you winnin', man, you gotta know your worth (Know your worth)
When you up and they be hatin', that shit the worst (Damn)
You are not a wave, you a surf (Wave rider, bitch)
Bitch tryna get saved, this not a church

I need a praise (Right now)
When the light hit these V's, that's a laser (Woo)
Get the game for free, but pay me for the labor (Labor)
Put the work in the streets, got 'em slavin' (Got 'em slavin')
Don't mix the twenties with the hundreds, you must be crazy
Expensive habits
Said not a wise purchase, gotta have it (Gotta have it)
Exclusive drip, boy, I got this shit from Paris (Out in France)
One on one, nigga, you will never have it (Never, ever)
I'm on my fifth Rolls Royce, I'ma addict (Woo)
Grandma house, north Memphis where I had it (Had it)
Loud bowls, you can smell it out the attic
Choppa city Drako boy, I'm a fanatic (Brrt-brrt)
The way I'm acting, they say
I don't know my worth (I prolly don't)
Young multi-millionaire from the dirt (I am)
Bitch say she wanna Birkin, know your worth (Worth)
Ho, that's a couple bricks for a purse (For a purse)
Bright idea, bitch, but that ain't what you're worth (Woo)
When you winnin', man, you gotta know your worth (Know your worth)
When you up and they be hatin', that shit the worst (Damn)
You are not a wave, you a surf (Wave rider, bitch)
Bitch tryna get saved, this not a church

And they like ""Gotti, why you ain't buyin' these hoes purses and shit like the rest of these rappers?""
I'm like ""Who, me? Me-me-me? Nigga, you don't know these hoes gonna fuck a broke nigga anyway?"" Stupid
Ayy, know your worth and know what a ho not worth
That's all I'm sayin', you know what I'm sayin'?
And this shit double standard, too, you know what I'm sayin'? Like—
All my real bitches know your worth, and know what a nigga not worth, you know what I'm sayin?
Don't be takin' risks for no nigga that ain't gon' take no risks for you
Don't put your shit on the line if a nigga ain't put his shit on the line for you
Ayy, know your worthEmbed",5395.0,Know Yo Worth,
['Yo Gotti'],spotify:track:70XG6tucbLPY4CbvdFKlH4,H.O.E. (Heaven On Earth),191436,True,48,3,Untrapped,Yo Gotti,2020-01-31,,Epic/CMG,62,https://i.scdn.co/image/ab67616d00001e02bf685fb6f3f0e63ab6ca22b1,0.109,0.701,0.763,0.0,8.0,0.21,-5.185,1.0,0.273,145.07,4.0,0.841,"H.O.E. (Heaven on Earth) Lyrics
(It's too EZ), yeah
Ayy, we pull up like
No Virgil
White on white, white-white, not Off-White, look

Oh, I'm rich rich (Rich), shawty thick thick (Thick)
We fuck her friend together (Yeah), that's my bitch bitch (Bitch)
I heard you hit her raw (I did), you takin' risk risks (Ugh)
And she a thot-thot (Thotiana), you with the shit shit (Ugh)
Oh, she a ho ho (A ho), fucked the bro bros (My bro)
She a secret secret (Why?), that's on the low low (The low)
I ain't trickin' at all, I ain't spendin' no dough (None)
Won't catch me on no blogs, ain't linked to no hoes (I'm low low)
So, you gangster gangster (Ain't it?), you applyin' pressure (Pressure)
She a bitch, ain't it? (Ho), she too extra extra (Extra)
She just went viral, showed the world your text messages (Damn)
You had to block the ho 'cause she messy messy

I'm a ho, I know I'm a ho (I am)
But don't you call me that, lil' nigga, that shit come with the smoke
I'm a ho, got bitches galore
How many Instagram models I done fucked on before?
I lost count, I don't even know
But if you seen me like her pic, I probably fucked her before
I'm a ho, I know I'm a ho
But don't you call me that, lil' nigga, that shit come with the smoke
Oh, you a hustler hustler (I am)
Take care your family and your kids, and your jewelry custom
I beat it up, she wipe me down, then we cuddle cuddle
Her ex a real buster (He lame)
Her friend a real swiper (Swiper)
My bitch a real boss (Boss)
Your ho ain't nothin' like her (At all)
Yeah, I like her, like her, like her (I like her)
Nigga fuck around and make me wife her, wife her, wife her (Hold up)
I'm Mr. Slide-in-the-DM (Slide), fly and go and see 'em (Fly)
Work her out like a trainer, but this not a gym
Oh, she slick slick (She slick), she with the shit shit (She with the shit)
You committed to her (Committed), that's your bitch bitch (Your bitch)
We got five minutes, I'ma hit it quick quick (Quick)
Once I slide in her, I be like, ""Eh-eh"" (Eh)
Yeah, that drip drip (That drip)
You put stamps on her passport, y'all took trip trips (That trip)
Come off the hip, you get flipped, that's off the rip rip (The rip)
Oh, he got shot in the leg, but you got killed killed (Dead)
Your crew keep talkin' that shit, boy, y'all a trip trip

I'm a ho, I know I'm a ho (I am)
But don't you call me that, lil' nigga, that shit come with the smoke
I'm a ho, got bitches galore
How many Instagram models I done fucked on before?
I lost count, I don't even know
But if you seen me like her pic, I probably fucked her before
I'm a ho, I know I'm a ho
But don't you call me that, lil' nigga, that shit come with the smoke
I'ma go, you know I'ma go (I am)
I can't commit myself to none of these hoes
I tell my woes who sellin' my dope
If you get caught, please don't tell on me, bro
This the code, we live by the code
Get money, stay fly, don't trick on no ho
This the code, we live by the code
Why you hard on your niggas but you soft on a ho?
I'm a ho, I know I'm a ho (I am)
I'ma go, you know I'ma go
I'm a ho, I know I'm a ho
I'ma go, you know I'ma goEmbed",27372.0,H.O.E. (Heaven on Earth),
['Yo Gotti'],spotify:track:79lZcfsz0guSaoXZ4aLT9l,More Ready Than Ever,234105,True,45,4,Untrapped,Yo Gotti,2020-01-31,,Epic/CMG,62,https://i.scdn.co/image/ab67616d00001e02bf685fb6f3f0e63ab6ca22b1,0.066,0.853,0.563,0.0,1.0,0.102,-7.258,1.0,0.34,150.058,4.0,0.346,"More Ready Than Ever Lyrics
Hey, I be talkin' to myself like in the mirror and shit, like
Is you ready for this shit?
Nigga, are you? What's up?

I wasn't ready for that hundred mil', but now I am
'Member being ready for war, but then the gun jammed
I guess God wasn't ready for him, now you blessed, nigga
He wasn't ready for you, homie
I was born ready (Day one), since a child, I was groomed
I'm just me and I ain't got no respect for a goon (Why not?)
'Cause real killers kill 'bout who they love, nigga
You got bricks and I need four and a split, you my plug, nigga (I respect that)
How many you niggas really know Mexicans? (None of you)
But shoot your Draco in the crowd, kill a pedestrian
Now look at you, you niggas ain't really killers (Killers)
Catchin' bodies, type to get you, you cryin', all in your feelings (Damn)
You was there but you ain't kill him? (Kill him), makin' them type of statements? (Why you do that?)
I'm like damn, you was just on the 'Gram exaggeration (Uh)
'Bout squad that and mob this, how you pull up and rob shit
Fact is, you ain't ready, nigga, you a whole bitch
I survived them streets, I seen some cold shit (I really did)
No longer speak to my partner 'cause he did ho shit (My nigga)
No longer fuck with my bitch, situation petty
I could've patched it, fixed it up, but I really wasn't ready
You think you ready for prison?
You think you can stop today, go do a twenty year sentence? Huh?
And keep my name out your mentions
Dome check 'em without flinchin', that 40 come with extensions, I'm ready
You ready?
I'm ready
I'm ready
Born ready

They took L.A. Reid from Sony, to me, that's like catchin' Chapo
I'm goin' independent, to me, that's like hittin' the lotto'
Havin' meetings at Roc Nation, and owning shit is the motto
When Jay your big homie and the streets got you
You drop a hit, you get too big, and they forget about you
They say they bosses, but them niggas can't do shit without you
Free my nigga Five, I'm out here sick without you
Fuck a label, man, I can do this shit without you
I had them bricks before you
The cake was talkin' to me, I ignore you
How my baby mama don't like me when I support you?
Hood turned they back on me, but I still represent it
'Cause none of you lil' niggas could take back what I done in it
I'm a don in it, Louis bag, gun in it
High fashion, man purse, the drum in it
If it's war, it's murder, you know that comes with it
Bloodline a hustler, that mean my son with it
I'm ready, more ready than ever
Quarter mil' for the watch with no bezel
Richard Mille, private jet, took a Draco to Cali
We had the keys way before Khaled
If Jay seen a hundred mil', I can see a hundred mil'
I'ma keep playin' it still 'til I see that hundred mil'
Puff seen a hundred mil', I could've did a hundred years
I'm seventy percent off from that, I'm still thuggin' still
Youngsta multi, Bagg multi
Executive Gotti, I need a bowtie
Big facts, no lie
My nigga ain't got a platinum plaque, but got a platinum budget
This shit was built off cocaine and we rely off hustlin'
Come and sign with some niggas that can relate to you
Or tell your story, the corporate, they can't relate to you
They don't understand you, homie, they ain't ready for you
You a gangster with a story, let me tell 'em for you
You ready?
I'm ready
I'm ready
Born ready

You really ready for war?
You really want a plug? You really want them bricks at your door?
You ready?
You really want you some millions?
You think you can do what I done, had them bricks to the ceiling?
You ready?

You ready?
I'm ready
I'm ready
Born ready1Embed",10437.0,More Ready Than Ever,
